Supplement,Mentioned_Supplements,Average_Individual_Sentiment,Average_Combination_Sentiment,Difference
Glycine,black seed oil,2.3197278911564627,1.0,-1.3197278911564627
Glycine,calcium,2.3197278911564627,2.5,0.18027210884353728
Glycine,california poppy,2.3197278911564627,2.0,-0.3197278911564627
Glycine,cbd oil,2.3197278911564627,2.125,-0.19472789115646272
Glycine,chamomile,2.3197278911564627,2.7142857142857144,0.3945578231292517
Glycine,kava,2.3197278911564627,2.142857142857143,-0.17687074829931992
Glycine,lavender,2.3197278911564627,2.375,0.05527210884353728
Glycine,lemon balm,2.3197278911564627,2.3555555555555556,0.03582766439909291
Glycine,magnesium,2.3197278911564627,2.234042553191489,-0.08568533796497357
Glycine,magnolia bark,2.3197278911564627,3.3636363636363638,1.043908472479901
Glycine,melatonin,2.3197278911564627,2.106918238993711,-0.21280965216275183
Glycine,mulungu,2.3197278911564627,3.0,0.6802721088435373
Glycine,passion flower,2.3197278911564627,1.8,-0.5197278911564627
Glycine,potassium,2.3197278911564627,2.5,0.18027210884353728
Glycine,skullcap,2.3197278911564627,3.0,0.6802721088435373
Glycine,theanine,2.3197278911564627,1.903225806451613,-0.41650208470484973
Glycine,tryptophan,2.3197278911564627,1.9333333333333333,-0.38639455782312937
Glycine,valerian root,2.3197278911564627,2.274193548387097,-0.04553434276936574
Glycine,vitamin d,2.3197278911564627,1.4,-0.9197278911564628
Glycine,zinc,2.3197278911564627,1.5,-0.8197278911564627
Kava,5-htp,2.2303473491773307,1.9090909090909092,-0.3212564400864215
Kava,amanita,2.2303473491773307,1.9230769230769231,-0.30727042610040756
Kava,ashwagandha,2.2303473491773307,2.3157894736842106,0.08544212450687994
Kava,calcium,2.2303473491773307,3.4444444444444446,1.214097095267114
Kava,california poppy,2.2303473491773307,1.8571428571428572,-0.3732044920344735
Kava,cbd oil,2.2303473491773307,1.5,-0.7303473491773307
Kava,chamomile,2.2303473491773307,1.7959183673469388,-0.4344289818303919
Kava,glycine,2.2303473491773307,2.142857142857143,-0.08749020632018789
Kava,lavender,2.2303473491773307,2.64,0.40965265082266944
Kava,lemon balm,2.2303473491773307,2.5625,0.3321526508226693
Kava,magnesium,2.2303473491773307,2.1145833333333335,-0.1157640158439972
Kava,magnolia bark,2.2303473491773307,2.1666666666666665,-0.06368068251066417
Kava,melatonin,2.2303473491773307,1.6708860759493671,-0.5594612732279636
Kava,mulungu,2.2303473491773307,2.1,-0.1303473491773306
Kava,passion flower,2.2303473491773307,2.2916666666666665,0.061319317489335834
Kava,potassium,2.2303473491773307,2.0,-0.23034734917733068
Kava,skullcap,2.2303473491773307,2.1739130434782608,-0.05643430569906993
Kava,theanine,2.2303473491773307,1.4166666666666667,-0.8136806825106639
Kava,tryptophan,2.2303473491773307,2.3333333333333335,0.1029859841560028
Kava,valerian root,2.2303473491773307,1.9047619047619047,-0.32558544441542603
Kava,vitamin d,2.2303473491773307,3.0,0.7696526508226693
Kava,zinc,2.2303473491773307,1.625,-0.6053473491773307
Lavender,5-htp,2.1288936627282493,2.272727272727273,0.14383360999902361
Lavender,amanita,2.1288936627282493,4.0,1.8711063372717507
Lavender,ashwagandha,2.1288936627282493,2.7,0.5711063372717509
Lavender,black seed oil,2.1288936627282493,1.5,-0.6288936627282493
Lavender,calcium,2.1288936627282493,2.5714285714285716,0.4425349087003223
Lavender,california poppy,2.1288936627282493,2.0,-0.12889366272824931
Lavender,cbd oil,2.1288936627282493,2.189189189189189,0.06029552646093972
Lavender,chamomile,2.1288936627282493,2.2010309278350517,0.0721372651068024
Lavender,glycine,2.1288936627282493,2.375,0.24610633727175069
Lavender,kava,2.1288936627282493,2.64,0.5111063372717508
Lavender,lemon balm,2.1288936627282493,2.3469387755102042,0.21804511278195493
Lavender,magnesium,2.1288936627282493,1.9328358208955223,-0.196057841832727
Lavender,magnolia bark,2.1288936627282493,2.1666666666666665,0.037773003938417204
Lavender,melatonin,2.1288936627282493,1.7450980392156863,-0.383795623512563
Lavender,mulungu,2.1288936627282493,2.4,0.2711063372717506
Lavender,passion flower,2.1288936627282493,2.0555555555555554,-0.07333810717269396
Lavender,potassium,2.1288936627282493,1.5,-0.6288936627282493
Lavender,skullcap,2.1288936627282493,2.6153846153846154,0.4864909526563661
Lavender,theanine,2.1288936627282493,2.2666666666666666,0.1377730039384173
Lavender,tryptophan,2.1288936627282493,1.6,-0.5288936627282492
Lavender,valerian root,2.1288936627282493,1.9763779527559056,-0.15251570997234376
Lavender,vitamin d,2.1288936627282493,2.0,-0.12889366272824931
Lavender,zinc,2.1288936627282493,2.4285714285714284,0.29967776584317907
Lemon Balm,5-htp,2.2417355371900825,2.1538461538461537,-0.0878893833439287
Lemon Balm,amanita,2.2417355371900825,2.5,0.25826446280991755
Lemon Balm,ashwagandha,2.2417355371900825,2.27027027027027,0.028534733080187724
Lemon Balm,black seed oil,2.2417355371900825,1.5,-0.7417355371900825
Lemon Balm,calcium,2.2417355371900825,2.142857142857143,-0.09887839433293966
Lemon Balm,california poppy,2.2417355371900825,1.9090909090909092,-0.3326446280991733
Lemon Balm,cbd oil,2.2417355371900825,2.0,-0.24173553719008245
Lemon Balm,chamomile,2.2417355371900825,2.5495495495495497,0.30781401235946726
Lemon Balm,glycine,2.2417355371900825,2.3555555555555556,0.11382001836547317
Lemon Balm,kava,2.2417355371900825,2.5625,0.32076446280991755
Lemon Balm,lavender,2.2417355371900825,2.3469387755102042,0.1052032383201218
Lemon Balm,magnesium,2.2417355371900825,2.287769784172662,0.04603424698257941
Lemon Balm,magnolia bark,2.2417355371900825,2.4571428571428573,0.21540731995277485
Lemon Balm,melatonin,2.2417355371900825,2.0272727272727273,-0.2144628099173551
Lemon Balm,mulungu,2.2417355371900825,2.2,-0.04173553719008227
Lemon Balm,passion flower,2.2417355371900825,2.24,-0.001735537190082237
Lemon Balm,potassium,2.2417355371900825,2.375,0.13326446280991755
Lemon Balm,skullcap,2.2417355371900825,2.5416666666666665,0.29993112947658407
Lemon Balm,theanine,2.2417355371900825,2.0,-0.24173553719008245
Lemon Balm,tryptophan,2.2417355371900825,2.6666666666666665,0.42493112947658407
Lemon Balm,valerian root,2.2417355371900825,2.345,0.10326446280991775
Lemon Balm,vitamin d,2.2417355371900825,2.3333333333333335,0.09159779614325103
Lemon Balm,zinc,2.2417355371900825,2.0,-0.24173553719008245
Magnesium,5-htp,2.2056292839434155,2.389473684210526,0.18384440026711069
Magnesium,amanita,2.2056292839434155,2.0,-0.2056292839434155
Magnesium,ashwagandha,2.2056292839434155,2.008695652173913,-0.19693363176950252
Magnesium,black seed oil,2.2056292839434155,3.4,1.1943707160565844
Magnesium,calcium,2.2056292839434155,2.306451612903226,0.10082232895981047
Magnesium,california poppy,2.2056292839434155,2.3,0.09437071605658431
Magnesium,cbd oil,2.2056292839434155,1.6559139784946237,-0.5497153054487918
Magnesium,chamomile,2.2056292839434155,2.156862745098039,-0.048766538845376406
Magnesium,glycine,2.2056292839434155,2.234042553191489,0.028413269248073636
Magnesium,kava,2.2056292839434155,2.1145833333333335,-0.09104595061008203
Magnesium,lavender,2.2056292839434155,1.9328358208955223,-0.2727934630478932
Magnesium,lemon balm,2.2056292839434155,2.287769784172662,0.08214050022924635
Magnesium,magnolia bark,2.2056292839434155,2.413793103448276,0.2081638195048603
Magnesium,melatonin,2.2056292839434155,1.8519195612431445,-0.353709722700271
Magnesium,mulungu,2.2056292839434155,3.0,0.7943707160565845
Magnesium,passion flower,2.2056292839434155,1.8363636363636364,-0.3692656475797791
Magnesium,potassium,2.2056292839434155,2.140625,-0.06500428394341551
Magnesium,skullcap,2.2056292839434155,2.2142857142857144,0.008656430342298904
Magnesium,theanine,2.2056292839434155,2.140449438202247,-0.06517984574116831
Magnesium,tryptophan,2.2056292839434155,2.240740740740741,0.03511145679732541
Magnesium,valerian root,2.2056292839434155,2.0385852090032155,-0.16704407494020002
Magnesium,vitamin d,2.2056292839434155,1.4901960784313726,-0.7154332055120429
Magnesium,zinc,2.2056292839434155,2.3781512605042017,0.17252197656078616
Magnolia Bark,5-htp,2.3493975903614457,2.0,-0.3493975903614457
Magnolia Bark,ashwagandha,2.3493975903614457,2.5714285714285716,0.22203098106712593
Magnolia Bark,black seed oil,2.3493975903614457,1.5,-0.8493975903614457
Magnolia Bark,calcium,2.3493975903614457,2.5,0.1506024096385543
Magnolia Bark,california poppy,2.3493975903614457,1.8,-0.5493975903614456
Magnolia Bark,cbd oil,2.3493975903614457,2.3333333333333335,-0.016064257028112205
Magnolia Bark,chamomile,2.3493975903614457,2.6,0.2506024096385544
Magnolia Bark,glycine,2.3493975903614457,3.3636363636363638,1.014238773274918
Magnolia Bark,kava,2.3493975903614457,2.1666666666666665,-0.18273092369477917
Magnolia Bark,lavender,2.3493975903614457,2.1666666666666665,-0.18273092369477917
Magnolia Bark,lemon balm,2.3493975903614457,2.4571428571428573,0.10774526678141161
Magnolia Bark,magnesium,2.3493975903614457,2.413793103448276,0.06439551308683011
Magnolia Bark,melatonin,2.3493975903614457,2.272727272727273,-0.07667031763417276
Magnolia Bark,mulungu,2.3493975903614457,1.3333333333333333,-1.0160642570281124
Magnolia Bark,passion flower,2.3493975903614457,1.6666666666666667,-0.682730923694779
Magnolia Bark,potassium,2.3493975903614457,3.0,0.6506024096385543
Magnolia Bark,skullcap,2.3493975903614457,2.3333333333333335,-0.016064257028112205
Magnolia Bark,theanine,2.3493975903614457,1.7,-0.6493975903614457
Magnolia Bark,tryptophan,2.3493975903614457,3.6666666666666665,1.3172690763052208
Magnolia Bark,valerian root,2.3493975903614457,2.3703703703703702,0.020972780008924552
Magnolia Bark,vitamin d,2.3493975903614457,4.0,1.6506024096385543
Magnolia Bark,zinc,2.3493975903614457,2.0,-0.3493975903614457
Melatonin,5-htp,1.7916785293041038,2.015873015873016,0.22419448656891205
Melatonin,amanita,1.7916785293041038,2.0,0.20832147069589624
Melatonin,ashwagandha,1.7916785293041038,1.7579617834394905,-0.03371674586461326
Melatonin,black seed oil,1.7916785293041038,1.0,-0.7916785293041038
Melatonin,calcium,1.7916785293041038,1.8857142857142857,0.09403575641018191
Melatonin,california poppy,1.7916785293041038,2.5833333333333335,0.7916548040292297
Melatonin,cbd oil,1.7916785293041038,1.6558891454965359,-0.1357893838075679
Melatonin,chamomile,1.7916785293041038,1.8327586206896551,0.041080091385551354
Melatonin,glycine,1.7916785293041038,2.106918238993711,0.31523970968960713
Melatonin,kava,1.7916785293041038,1.6708860759493671,-0.12079245335473665
Melatonin,lavender,1.7916785293041038,1.7450980392156863,-0.04658049008841747
Melatonin,lemon balm,1.7916785293041038,2.0272727272727273,0.23559419796862358
Melatonin,magnesium,1.7916785293041038,1.8519195612431445,0.060241031939040734
Melatonin,magnolia bark,1.7916785293041038,2.272727272727273,0.48104874342316917
Melatonin,mulungu,1.7916785293041038,1.75,-0.04167852930410376
Melatonin,passion flower,1.7916785293041038,1.9705882352941178,0.178909705990014
Melatonin,potassium,1.7916785293041038,1.9777777777777779,0.1860992484736741
Melatonin,skullcap,1.7916785293041038,2.0350877192982457,0.24340918999414196
Melatonin,theanine,1.7916785293041038,2.0804597701149423,0.28878124081083856
Melatonin,tryptophan,1.7916785293041038,1.9487179487179487,0.15703941941384492
Melatonin,valerian root,1.7916785293041038,1.8141377209018892,0.02245919159778542
Melatonin,vitamin d,1.7916785293041038,1.403225806451613,-0.3884527228524908
Melatonin,zinc,1.7916785293041038,2.1604938271604937,0.3688152978563899
Mulungu,5-htp,2.2241379310344827,3.0,0.7758620689655173
Mulungu,amanita,2.2241379310344827,2.0,-0.22413793103448265
Mulungu,ashwagandha,2.2241379310344827,3.0,0.7758620689655173
Mulungu,black seed oil,2.2241379310344827,1.5,-0.7241379310344827
Mulungu,california poppy,2.2241379310344827,1.5,-0.7241379310344827
Mulungu,chamomile,2.2241379310344827,3.0,0.7758620689655173
Mulungu,glycine,2.2241379310344827,3.0,0.7758620689655173
Mulungu,kava,2.2241379310344827,2.1,-0.12413793103448256
Mulungu,lavender,2.2241379310344827,2.4,0.17586206896551726
Mulungu,lemon balm,2.2241379310344827,2.2,-0.024137931034482474
Mulungu,magnesium,2.2241379310344827,3.0,0.7758620689655173
Mulungu,magnolia bark,2.2241379310344827,1.3333333333333333,-0.8908045977011494
Mulungu,melatonin,2.2241379310344827,1.75,-0.47413793103448265
Mulungu,passion flower,2.2241379310344827,2.7142857142857144,0.49014778325123176
Mulungu,skullcap,2.2241379310344827,2.3333333333333335,0.10919540229885083
Mulungu,valerian root,2.2241379310344827,1.75,-0.47413793103448265
Passion Flower,5-htp,2.2589285714285716,2.7777777777777777,0.5188492063492061
Passion Flower,amanita,2.2589285714285716,2.5,0.24107142857142838
Passion Flower,ashwagandha,2.2589285714285716,1.7058823529411764,-0.5530462184873952
Passion Flower,calcium,2.2589285714285716,2.4,0.1410714285714283
Passion Flower,california poppy,2.2589285714285716,2.5454545454545454,0.2865259740259738
Passion Flower,cbd oil,2.2589285714285716,1.0,-1.2589285714285716
Passion Flower,chamomile,2.2589285714285716,2.1724137931034484,-0.08651477832512322
Passion Flower,glycine,2.2589285714285716,1.8,-0.4589285714285716
Passion Flower,kava,2.2589285714285716,2.2916666666666665,0.0327380952380949
Passion Flower,lavender,2.2589285714285716,2.0555555555555554,-0.20337301587301626
Passion Flower,lemon balm,2.2589285714285716,2.24,-0.018928571428571406
Passion Flower,magnesium,2.2589285714285716,1.8363636363636364,-0.4225649350649352
Passion Flower,magnolia bark,2.2589285714285716,1.6666666666666667,-0.5922619047619049
Passion Flower,melatonin,2.2589285714285716,1.9705882352941178,-0.28834033613445387
Passion Flower,mulungu,2.2589285714285716,2.7142857142857144,0.4553571428571428
Passion Flower,potassium,2.2589285714285716,2.0,-0.2589285714285716
Passion Flower,skullcap,2.2589285714285716,2.3333333333333335,0.07440476190476186
Passion Flower,theanine,2.2589285714285716,2.0,-0.2589285714285716
Passion Flower,tryptophan,2.2589285714285716,1.0,-1.2589285714285716
Passion Flower,valerian root,2.2589285714285716,2.189189189189189,-0.06973938223938259
Passion Flower,zinc,2.2589285714285716,2.5,0.24107142857142838
Potassium,5-htp,2.229357798165138,1.6666666666666667,-0.562691131498471
Potassium,ashwagandha,2.229357798165138,1.0,-1.2293577981651378
Potassium,calcium,2.229357798165138,2.1818181818181817,-0.04753961634695614
Potassium,chamomile,2.229357798165138,2.1666666666666665,-0.06269113149847128
Potassium,glycine,2.229357798165138,2.5,0.2706422018348622
Potassium,kava,2.229357798165138,2.0,-0.2293577981651378
Potassium,lavender,2.229357798165138,1.5,-0.7293577981651378
Potassium,lemon balm,2.229357798165138,2.375,0.1456422018348622
Potassium,magnesium,2.229357798165138,2.140625,-0.0887327981651378
Potassium,magnolia bark,2.229357798165138,3.0,0.7706422018348622
Potassium,melatonin,2.229357798165138,1.9777777777777779,-0.25158002038735994
Potassium,passion flower,2.229357798165138,2.0,-0.2293577981651378
Potassium,skullcap,2.229357798165138,1.0,-1.2293577981651378
Potassium,theanine,2.229357798165138,2.0,-0.2293577981651378
Potassium,tryptophan,2.229357798165138,3.2142857142857144,0.9849279161205766
Potassium,valerian root,2.229357798165138,1.9,-0.3293577981651379
Potassium,vitamin d,2.229357798165138,1.4545454545454546,-0.7748123436196832
Potassium,zinc,2.229357798165138,2.4615384615384617,0.23218066337332388
Skullcap,amanita,2.526666666666667,1.0,-1.5266666666666668
Skullcap,ashwagandha,2.526666666666667,2.090909090909091,-0.435757575757576
Skullcap,calcium,2.526666666666667,3.0,0.47333333333333316
Skullcap,california poppy,2.526666666666667,2.0,-0.5266666666666668
Skullcap,cbd oil,2.526666666666667,1.5,-1.0266666666666668
Skullcap,chamomile,2.526666666666667,2.4473684210526314,-0.07929824561403542
Skullcap,glycine,2.526666666666667,3.0,0.47333333333333316
Skullcap,kava,2.526666666666667,2.1739130434782608,-0.3527536231884061
Skullcap,lavender,2.526666666666667,2.6153846153846154,0.08871794871794858
Skullcap,lemon balm,2.526666666666667,2.5416666666666665,0.01499999999999968
Skullcap,magnesium,2.526666666666667,2.2142857142857144,-0.3123809523809524
Skullcap,magnolia bark,2.526666666666667,2.3333333333333335,-0.19333333333333336
Skullcap,melatonin,2.526666666666667,2.0350877192982457,-0.4915789473684211
Skullcap,mulungu,2.526666666666667,2.3333333333333335,-0.19333333333333336
Skullcap,passion flower,2.526666666666667,2.3333333333333335,-0.19333333333333336
Skullcap,potassium,2.526666666666667,1.0,-1.5266666666666668
Skullcap,theanine,2.526666666666667,2.2222222222222223,-0.3044444444444445
Skullcap,tryptophan,2.526666666666667,1.0,-1.5266666666666668
Skullcap,valerian root,2.526666666666667,2.465909090909091,-0.06075757575757601
Skullcap,vitamin d,2.526666666666667,1.5,-1.0266666666666668
Skullcap,zinc,2.526666666666667,1.0,-1.5266666666666668
Theanine,5-htp,2.2393162393162394,1.875,-0.36431623931623935
Theanine,ashwagandha,2.2393162393162394,1.9473684210526316,-0.2919478182636077
Theanine,calcium,2.2393162393162394,2.2,-0.03931623931623918
Theanine,california poppy,2.2393162393162394,1.0,-1.2393162393162394
Theanine,cbd oil,2.2393162393162394,1.6,-0.6393162393162393
Theanine,chamomile,2.2393162393162394,2.161290322580645,-0.07802591673559434
Theanine,glycine,2.2393162393162394,1.903225806451613,-0.33609043286462637
Theanine,kava,2.2393162393162394,1.4166666666666667,-0.8226495726495726
Theanine,lavender,2.2393162393162394,2.2666666666666666,0.027350427350427253
